chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes,z_score
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,centroid_distance,26.499227794457173,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,0.09513518704654599
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,latent_eig_entropy_delta,0.9481379713936858,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.4042009255885008
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,latent_pr_delta,2.3965193055418057,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.3998018048688086
hu35ksuba,variance_global,carcinomas,UT/EAC,mp,excess_spectral_mass_delta,-385.26473309261235,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.7909884341283621
hu35ksuba,variance_global,carcinomas,UT/EAC,mp,largest_eigenvalue_fraction_delta,-0.30996182845258163,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.9830499427962578
hu35ksuba,variance_global,carcinomas,UT/EAC,mp,participation_ratio_delta,3.5017800828938372,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.7919900732319914
hu35ksuba,variance_global,carcinomas,UT/EAC,mp,spectral_entropy_delta,0.7710327892715569,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.6599023339336325
hu35ksuba,variance_global,leukemias,PB/B-ALL,complexity,effrank_delta,0.010000000000000009,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,-1.0672644302250496
hu35ksuba,variance_global,leukemias,PB/B-ALL,complexity,kappa_delta,37.09,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,1.074753651545797
hu35ksuba,variance_global,leukemias,PB/B-ALL,entropy,shannon_delta,1.006,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,0.8429429471523139
hu35ksuba,variance_global,leukemias,PB/B-ALL,entropy,spectral_delta,0.004,tumor_greater,permutation_available,0.99,0.99,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,-1.1765598808203233
hu35ksuba,variance_global,leukemias,PB/B-ALL,mp,excess_spectral_mass_delta,-426.5348450141954,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.9993233199456032
hu35ksuba,variance_global,leukemias,PB/B-ALL,mp,largest_eigenvalue_fraction_delta,-0.309298512942816,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.9785890755443543
hu35ksuba,variance_global,leukemias,PB/B-ALL,mp,participation_ratio_delta,3.9777059572361364,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,1.0659111112406685
hu35ksuba,variance_global,leukemias,PB/B-ALL,mp,spectral_entropy_delta,0.9313011198551144,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,1.0614225773880124
hu35ksuba,variance_global,leukemias,PB/T-ALL,complexity,effrank_delta,-0.009999999999999787,tumor_lower,permutation_available,0.9,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,-1.1318167143112414
hu35ksuba,variance_global,leukemias,PB/T-ALL,complexity,kappa_delta,29.62,tumor_greater,permutation_available,0.9,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,0.8226314979695244
hu35ksuba,variance_global,leukemias,PB/T-ALL,entropy,shannon_delta,1.005,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,0.840834887097748
hu35ksuba,variance_global,leukemias,PB/T-ALL,entropy,spectral_delta,-0.005,tumor_lower,permutation_available,0.97,0.99,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,-1.2168121828757577
hu35ksuba,variance_global,leukemias,PB/T-ALL,mp,excess_spectral_mass_delta,-306.30587536288454,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.3923976902835452
hu35ksuba,variance_global,leukemias,PB/T-ALL,mp,largest_eigenvalue_fraction_delta,-0.2636108278343209,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.6713345408391698
hu35ksuba,variance_global,leukemias,PB/T-ALL,mp,participation_ratio_delta,3.2921406727617084,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.6713312733500204
hu35ksuba,variance_global,leukemias,PB/T-ALL,mp,spectral_entropy_delta,0.8757729492541968,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.922307853368143
hu35ksuba,variance_global,lymphomas,GC/FL,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,0.4174381037573782
hu35ksuba,variance_global,lymphomas,GC/FL,complexity,kappa_delta,12,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,0.22793372741879872
hu35ksuba,variance_global,lymphomas,GC/FL,entropy,shannon_delta,0.88,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,0.5773273802770433
hu35ksuba,variance_global,lymphomas,GC/FL,entropy,spectral_delta,0.428,tumor_greater,permutation_available,0.03,0.15,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,0.7197707937912469
hu35ksuba,variance_global,lymphomas,GC/FL,latent,centroid_distance,28.379364604865255,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,0.3412631558164629
hu35ksuba,variance_global,lymphomas,GC/FL,latent,latent_eig_entropy_delta,0.8813458406346288,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.2289507533819284
hu35ksuba,variance_global,lymphomas,GC/FL,latent,latent_pr_delta,2.0033105670312543,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.0168059296411298
hu35ksuba,variance_global,lymphomas,GC/FL,mp,excess_spectral_mass_delta,-399.3381397393763,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.8620321369509809
hu35ksuba,variance_global,lymphomas,GC/FL,mp,largest_eigenvalue_fraction_delta,-0.2824106824312599,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-0.7977655596791584
hu35ksuba,variance_global,lymphomas,GC/FL,mp,participation_ratio_delta,3.6591370121368767,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.8825574824019122
hu35ksuba,variance_global,lymphomas,GC/FL,mp,spectral_entropy_delta,0.8406973709045404,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,0.8344330080572998
hu35ksuba,variance_global,lymphomas,GC/LBCL,complexity,effrank_delta,0.18999999999999995,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,-0.4862938734493172
hu35ksuba,variance_global,lymphomas,GC/LBCL,complexity,kappa_delta,10.7,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA,0.18405704741221848
hu35ksuba,variance_global,lymphomas,GC/LBCL,entropy,shannon_delta,0.878,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,0.573111260167912
hu35ksuba,variance_global,lymphomas,GC/LBCL,entropy,spectral_delta,0.187,tumor_greater,permutation_available,0.38,0.475,permutation,NA,NA,entropy_results.rds,entropy_engine,NA,-0.35809640569315976
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,centroid_distance,25.54604953133279,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,-0.02964500367134172
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,latent_eig_entropy_delta,1.0949567775255276,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.7894262622465877
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,latent_pr_delta,3.0109370905933504,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.,1.9982612344141506
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,excess_spectral_mass_delta,-596.033399116825,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-1.8549658241931242
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,largest_eigenvalue_fraction_delta,-0.3353634548799114,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,-1.1538785783498005
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,participation_ratio_delta,4.679884462461504,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,1.4700527546941125
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,spectral_entropy_delta,0.9413695647734819,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.,1.0866470521180478
