source_file,analysis_scope,engine,sample_id,chip,filter_regime,latent_model_id,geo_accession,title,platform_id,tissue,disease,state,comparison,short_label,plot_label,tissue_label,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
latent_sample_coordinates.csv,latent_space,latent,GSM1686923_CL2000090735AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686923,golub-00236: CL2000090735AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,14.466666,-7.158536,12.572381,-2.4891977,-9.243452,-14.699096,-4.768522,9.9558735,12.051337,-3.4022014
latent_sample_coordinates.csv,latent_space,latent,GSM1686924_CL2000090736AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686924,golub-00236: CL2000090736AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,17.903942,-4.041502,7.469343,-3.0532851,-6.009809,-4.681486,-9.084057,5.838641,18.064852,-5.0215373
latent_sample_coordinates.csv,latent_space,latent,GSM1686925_CL2000090737AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686925,golub-00236: CL2000090737AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,14.88106,8.074246,-17.399473,-1.3127401,10.542557,9.825259,-11.427274,-1.565635,6.587732,0.45508498
latent_sample_coordinates.csv,latent_space,latent,GSM1686926_CL2000090739AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686926,golub-00236: CL2000090739AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,20.162342,-1.244888,-11.020952,-3.7748132,4.7962146,-1.8854077,-12.525986,5.6221323,5.3051925,7.7784653
latent_sample_coordinates.csv,latent_space,latent,GSM1686927_CL2000090740AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686927,golub-00236: CL2000090740AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,10.104376,1.0888196,-2.5066166,7.2702246,1.2070811,-6.859709,-8.783144,3.864702,9.83836,11.049211
latent_sample_coordinates.csv,latent_space,latent,GSM1686928_CL2000090741AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686928,golub-00236: CL2000090741AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,9.896959,4.6451025,-8.088581,9.705037,7.0254664,-2.7147622,-11.856743,2.221574,5.85476,11.455486
latent_sample_coordinates.csv,latent_space,latent,GSM1686929_CL2000090742AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686929,golub-00236: CL2000090742AA,GPL98,Pancreas,normal,normal,NA,NA,NA,pancreas,13.560722,3.6133766,-13.761441,3.6085885,9.10982,2.28366,-12.863962,6.155761,4.665208,4.5809164000000004
latent_sample_coordinates.csv,latent_space,latent,GSM1686930_CL2000090743AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686930,golub-00236: CL2000090743AA,GPL98,Pancreas,normal,normal,NA,NA,NA,pancreas,13.300734,6.9226193,-14.212051,5.902638,8.933654,2.8352537,-12.5145445,2.4889488,1.6642544,4.532437
latent_sample_coordinates.csv,latent_space,latent,GSM1686931_CL2000090744AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686931,golub-00236: CL2000090744AA,GPL98,Ovary,normal,normal,NA,NA,NA,ovary,25.582151,7.6083107,-1.303839,3.3234563,-1.0813677,-5.6035933,-11.670944,0.45365787,13.058081,-2.6958077
latent_sample_coordinates.csv,latent_space,latent,GSM1686932_CL2000090745AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686932,golub-00236: CL2000090745AA,GPL98,Ovary,normal,normal,NA,NA,NA,ovary,15.176623,0.33566046,-7.624586,-1.3939631,8.702512,-7.871362,-9.317799,3.623262,5.4544024,-2.0523474
latent_sample_coordinates.csv,latent_space,latent,GSM1686933_CL2000090746AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686933,golub-00236: CL2000090746AA,GPL98,Ovary,normal,normal,NA,NA,NA,ovary,23.403854,6.307707,12.654406,-4.827716,-8.79672,-7.210569,-9.767569,3.007316,7.8239546,-5.7180367
latent_sample_coordinates.csv,latent_space,latent,GSM1686934_CL2000090747AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686934,golub-00236: CL2000090747AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,5.7434006,-6.994246,-9.028919,9.981729,12.115841,-11.010885,1.5337255,-7.8143597,10.361434,3.5396185
latent_sample_coordinates.csv,latent_space,latent,GSM1686935_CL2000090748AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686935,golub-00236: CL2000090748AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,22.794819,-12.479783,1.7272339,-4.4156003,1.1529565,-12.3534355,-7.836218,3.2928612,10.994172,1.732779
latent_sample_coordinates.csv,latent_space,latent,GSM1686936_CL2000090749AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686936,golub-00236: CL2000090749AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,14.408811,-11.827486,-8.964522,8.396909,10.014644,-10.014237,6.147745,-7.8633065,15.340055,1.5457106
latent_sample_coordinates.csv,latent_space,latent,GSM1686952_CL2000091505AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686952,golub-00236: CL2000091505AA,GPL98,Breast,breast adenocarcinoma,cancer,Breast/breast adenocarcinoma,BR/BRAD,BRAD,breast_breast.adenocarcinoma,14.04247,13.0885515,-11.009392,4.6759353,18.652172,4.358087,-10.734048,8.792222,2.447644,3.3676043
latent_sample_coordinates.csv,latent_space,latent,GSM1686953_CL2000091507AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686953,golub-00236: CL2000091507AA,GPL98,Breast,normal,normal,NA,NA,NA,breast,13.374963,3.3880358,12.735401,4.8556275,-9.544491,-2.6852503,3.0777802,15.015849,2.0265403,6.55402
latent_sample_coordinates.csv,latent_space,latent,GSM1686954_CL2000091509AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686954,golub-00236: CL2000091509AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,8.26405,4.082111,15.794577,3.2115424,-11.459825,-3.4556158,-3.2932777,11.727068,11.899365,5.32014
latent_sample_coordinates.csv,latent_space,latent,GSM1686955_CL2000091510AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686955,golub-00236: CL2000091510AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,19.694422,10.100252,-10.67028,2.6828232,5.656625,17.312775,-15.327076,6.416628,21.131672,3.3670073
latent_sample_coordinates.csv,latent_space,latent,GSM1686956_CL2000091512AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686956,golub-00236: CL2000091512AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,12.542148,0.2906295,4.786369,5.846468,0.85311246,-2.4640164,-6.1623874,3.734206,21.578026,4.2429285
latent_sample_coordinates.csv,latent_space,latent,GSM1686957_CL2000091513AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686957,golub-00236: CL2000091513AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,14.08909,-7.7431817,11.47582,1.9166919,-10.2902355,-12.49168,0.13663459,11.054527,11.368313,6.390543
latent_sample_coordinates.csv,latent_space,latent,GSM1686958_CL2000091514AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686958,golub-00236: CL2000091514AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,12.361413,0.6472368,-0.46266794,5.2113566,-2.792769,-3.575844,-9.196485,5.0597925,19.616486,13.479224
latent_sample_coordinates.csv,latent_space,latent,GSM1686959_CL2000091515AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686959,golub-00236: CL2000091515AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,14.776773,-16.390383,0.3193301,15.211988,5.51496,-18.853485,12.606071,-15.892534,20.939924,5.8871393
latent_sample_coordinates.csv,latent_space,latent,GSM1686960_CL2000091521AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686960,golub-00236: CL2000091521AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,-12.453285,8.5457,7.3103995,2.1746716,18.682901,-5.1646256,-15.631807,5.585848,28.26292,11.666392
latent_sample_coordinates.csv,latent_space,latent,GSM1686961_CL2000091522AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686961,golub-00236: CL2000091522AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,2.6487718,18.07269,3.3195648,2.4836898,4.50329,7.1361747,-16.544325,3.2211132,28.125048,-4.527701
latent_sample_coordinates.csv,latent_space,latent,GSM1686962_CL2000091523AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686962,golub-00236: CL2000091523AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,6.5847516,5.217697,17.494907,-0.10357042,-8.189554,-0.59335005,-6.4877906,11.063957,15.849795,3.881698
latent_sample_coordinates.csv,latent_space,latent,GSM1686963_CL2000091524AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686963,golub-00236: CL2000091524AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,10.116548,4.602371,-7.1152253,-5.066839,9.973053,7.000181,-12.900437,7.4674854,6.736342,2.9440868
latent_sample_coordinates.csv,latent_space,latent,GSM1686964_CL2000091525AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686964,golub-00236: CL2000091525AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,13.746101,-10.359963,14.547123,-1.6252149,-11.381182,-14.292497,-0.07136178,11.243046,12.121489,1.4196234
latent_sample_coordinates.csv,latent_space,latent,GSM1686965_CL2000091526AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686965,golub-00236: CL2000091526AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,14.288146,-1.827158,2.778963,-2.8220327,0.011532545,-1.3932381,-7.9323015,4.2461877,17.444567,9.664888
latent_sample_coordinates.csv,latent_space,latent,GSM1686966_CL2000091527AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686966,golub-00236: CL2000091527AA,GPL98,Ovary,normal,normal,NA,NA,NA,ovary,19.446701,2.053274,14.276634,-3.050778,-1.0724094,-4.548991,-7.457374,-3.6501503,24.665293,3.323888
latent_sample_coordinates.csv,latent_space,latent,GSM1686967_CL2000091528AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686967,golub-00236: CL2000091528AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,14.367906,-18.231005,-3.4626641,9.943665,6.090821,-13.43384,11.947717,-10.584497,22.532887,2.633821
latent_sample_coordinates.csv,latent_space,latent,GSM1686968_CL2000091529AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686968,golub-00236: CL2000091529AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,8.374919,2.4933095,-2.7843566,4.163955,11.676481,-0.92645466,-1.8177979,13.832773,1.2210801,5.17969
latent_sample_coordinates.csv,latent_space,latent,GSM1686969_CL2000091530AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686969,golub-00236: CL2000091530AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,2.7548482,-2.7260003,2.8127418,-6.262398,-7.7844234,-3.3637104,-2.5769696,5.5889645,1.2919312,-7.2345357
latent_sample_coordinates.csv,latent_space,latent,GSM1686970_CL2000091534AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686970,golub-00236: CL2000091534AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,-3.7598948,-7.7410774,18.777517,4.872246,-2.827703,0.27540112,6.4714727,26.41666,12.020862,7.016411
latent_sample_coordinates.csv,latent_space,latent,GSM1686971_CL2000091535AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686971,golub-00236: CL2000091535AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,15.536422,-1.6446105,-16.208097,-5.917664,12.2835455,-9.341988,-15.453606,-2.0981655,10.80848,-1.2214036
latent_sample_coordinates.csv,latent_space,latent,GSM1686972_CL2000091537AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686972,golub-00236: CL2000091537AA,GPL98,Colon,colorectal adenocarcinoma,cancer,Colon/colorectal adenocarcinoma,COL/COADREAD,COADREAD,colon_colorectal.adenocarcinoma,8.806659,5.499571,20.11892,-12.688868,-12.272988,21.463997,-5.714683,13.256257,11.896921,5.4594765
latent_sample_coordinates.csv,latent_space,latent,GSM1686973_CL2000091539AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686973,golub-00236: CL2000091539AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,13.881785,0.0125947,10.32373,1.5685449,-11.358844,6.843673,-9.433696,16.220417,19.900728,7.310921
latent_sample_coordinates.csv,latent_space,latent,GSM1686974_CL2000091543AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686974,golub-00236: CL2000091543AA,GPL98,Brain,medulloblastoma,cancer,Brain/medulloblastoma,Brain/MB,MB,brain_medulloblastoma,13.332214,-5.2366443,-7.0516977,10.9501295,10.625237,4.37348,18.45258,7.926546,-9.392112,-1.2460613
latent_sample_coordinates.csv,latent_space,latent,GSM1686975_CL2000091544AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686975,golub-00236: CL2000091544AA,GPL98,Brain,medulloblastoma,cancer,Brain/medulloblastoma,Brain/MB,MB,brain_medulloblastoma,10.250929,-13.448973,8.75954,21.334177,0.72334486,19.327942,28.80342,23.53391,-17.603247,4.868232
latent_sample_coordinates.csv,latent_space,latent,GSM1686976_CL2000091545AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686976,golub-00236: CL2000091545AA,GPL98,Brain,glioblastoma,cancer,Brain/glioblastoma,Brain/GBM,GBM,brain_glioblastoma,19.932055,-16.69935,0.14861202,7.2512083,-7.8956785,0.9566088,26.46045,6.4712424,0.6539824,9.874426
latent_sample_coordinates.csv,latent_space,latent,GSM1686977_CL2000091546AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686977,golub-00236: CL2000091546AA,GPL98,Brain,glioblastoma,cancer,Brain/glioblastoma,Brain/GBM,GBM,brain_glioblastoma,-1.2543793,-9.626718,-5.508804,-3.4683828,-17.699478,-5.416709,22.934526,18.7132,-2.6112075,-0.48540616
latent_sample_coordinates.csv,latent_space,latent,GSM1686978_CL2000091547AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686978,golub-00236: CL2000091547AA,GPL98,Brain,glioblastoma,cancer,Brain/glioblastoma,Brain/GBM,GBM,brain_glioblastoma,11.843952,-22.450417,-7.3579073,11.547786,-4.0243907,-14.8086195,19.802128,-0.6653826,10.782321,11.140409
latent_sample_coordinates.csv,latent_space,latent,GSM1686979_CL2000091548AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686979,golub-00236: CL2000091548AA,GPL98,Brain,glioblastoma,cancer,Brain/glioblastoma,Brain/GBM,GBM,brain_glioblastoma,12.239389,-8.495488,-0.83207464,10.901382,-18.847439,-7.0423436,21.621733,6.0527363,-1.584168,4.9279194
latent_sample_coordinates.csv,latent_space,latent,GSM1686980_CL2000100314AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686980,golub-00236: CL2000100314AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,8.91814,10.077577,-14.801058,0.5384526,9.088185,3.665804,-10.53092,2.298581,-7.3401113,1.5606387
latent_sample_coordinates.csv,latent_space,latent,GSM1686981_CL2000100323AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686981,golub-00236: CL2000100323AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,8.119215,-7.8303666,0.75596464,-8.389745,2.057238,-2.4049559,-0.4450214,18.568943,2.8309278,-5.586095
latent_sample_coordinates.csv,latent_space,latent,GSM1686982_CL2000100324AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686982,golub-00236: CL2000100324AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,2.4120855,-11.971661,14.797674,3.2030358,-4.4784546,6.461798,9.965396,27.097626,11.37102,2.2809336
latent_sample_coordinates.csv,latent_space,latent,GSM1686983_CL2000100325AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686983,golub-00236: CL2000100325AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,3.781504,-1.6471503,-0.010094643,-2.2150347,-9.801569,0.29775047,-13.134196,19.34659,8.851728,7.957653
latent_sample_coordinates.csv,latent_space,latent,GSM1686984_CL2000100328AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686984,golub-00236: CL2000100328AA,GPL98,Brain,medulloblastoma,cancer,Brain/medulloblastoma,Brain/MB,MB,brain_medulloblastoma,6.723976,-7.993078,-2.655503,14.468818,0.42367327,-3.541356,19.206177,9.774645,-6.74264,0.24175394
latent_sample_coordinates.csv,latent_space,latent,GSM1686985_CL2000100329AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686985,golub-00236: CL2000100329AA,GPL98,Brain,medulloblastoma,cancer,Brain/medulloblastoma,Brain/MB,MB,brain_medulloblastoma,-2.3702612,-1.4995365,-9.56691,10.805173,4.303195,-1.8283652,12.812837,8.062624,-13.382894,-5.3346496
latent_sample_coordinates.csv,latent_space,latent,GSM1686986_CL2000100330AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686986,golub-00236: CL2000100330AA,GPL98,Lymphoid Tissue,Follicular lymphoma,cancer,Lymphoid Tissue/Follicular lymphoma,GC/FL,FL,lymphoid.tissue_follicular.lymphoma,4.523672,4.150847,-11.192119,6.137277,10.051327,1.8915559,-4.088503,0.07261306,-17.981495,10.932402
latent_sample_coordinates.csv,latent_space,latent,GSM1686989_CL2000101901AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686989,golub-00236: CL2000101901AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,-0.8409187,-0.9946115,27.190205,12.002342,-9.343491,34.222214,5.9981933,11.20646,-23.490934,1.5840385
latent_sample_coordinates.csv,latent_space,latent,GSM1686990_CL2000101903AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686990,golub-00236: CL2000101903AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,1.1908202,6.433981,7.7073402,6.649269,1.2668097,19.467169,-2.7765772,2.2850504,-14.529328,-0.10459694
latent_sample_coordinates.csv,latent_space,latent,GSM1686991_CL2000101904AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686991,golub-00236: CL2000101904AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,-3.4763548,2.7652287,19.469545,6.5251236,-10.248174,32.685444,1.1663101,7.9978604,-20.924084,-3.1900978
latent_sample_coordinates.csv,latent_space,latent,GSM1686992_CL2000101905AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686992,golub-00236: CL2000101905AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,7.857171,6.7021904,3.4125009,7.244284,-0.075944945,7.823835,-6.5699277,-3.2673326,-10.621835,1.2456931
latent_sample_coordinates.csv,latent_space,latent,GSM1686993_CL2000101906AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686993,golub-00236: CL2000101906AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,-4.5126348,3.157989,26.241573,13.506575,-11.996054,30.317888,4.0988646,5.0481405,-21.097183,-0.4781843
latent_sample_coordinates.csv,latent_space,latent,GSM1686994_CL2000101907AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686994,golub-00236: CL2000101907AA,GPL98,Lymphoid Tissue,normal,normal,NA,NA,NA,lymphoid.tissue,0.42238784,3.066,34.70012,19.36142,-8.6512785,29.127625,7.964849,3.7119944,-22.617947,5.16871
latent_sample_coordinates.csv,latent_space,latent,GSM1686995_CL2000101908AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686995,golub-00236: CL2000101908AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,2.3551989,-2.4233599,-9.319378,20.979662,13.711774,-5.6581793,9.338402,-3.500309,6.869389,7.036581
latent_sample_coordinates.csv,latent_space,latent,GSM1686996_CL2000101909AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686996,golub-00236: CL2000101909AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,2.2112458,-6.9668627,-9.941217,15.894921,12.332714,-3.06353,13.788714,1.4403968,10.305929,1.0535681
latent_sample_coordinates.csv,latent_space,latent,GSM1686997_CL2000101910AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686997,golub-00236: CL2000101910AA,GPL98,Brain,normal,normal,NA,NA,NA,brain,2.0046024,-10.578334,-2.1566613,21.495625,4.4757466,-0.32036072,22.618973,5.0973454,9.794805,-0.057067096
latent_sample_coordinates.csv,latent_space,latent,GSM1686998_CL2000101912AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686998,golub-00236: CL2000101912AA,GPL98,Blood,normal,normal,NA,NA,NA,blood,-11.281946,3.274725,5.6076784,-2.4749386,-13.405363,4.000806,4.660887,9.380483,-3.548687,-0.80115396
latent_sample_coordinates.csv,latent_space,latent,GSM1686999_CL2000101913AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686999,golub-00236: CL2000101913AA,GPL98,Blood,normal,normal,NA,NA,NA,blood,-12.40332,2.3198047,7.240867,-2.2920985,-10.75877,0.9828577,2.2595956,10.27103,-0.75844693,-0.10403148
latent_sample_coordinates.csv,latent_space,latent,GSM1687000_CL2000101914AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687000,golub-00236: CL2000101914AA,GPL98,Blood,normal,normal,NA,NA,NA,blood,1.6845834,11.364817,0.48560232,-3.9480846,-0.3308354,10.337105,-4.8051744,1.6693325,4.1277914000000004,-2.084475
latent_sample_coordinates.csv,latent_space,latent,GSM1687001_CL2000101916AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687001,golub-00236: CL2000101916AA,GPL98,Blood,normal,normal,NA,NA,NA,blood,-17.165648,3.3353605,18.57048,-1.2865055,-26.45264,14.553431,15.656232,4.4970703,0.85891366,-2.3636863
latent_sample_coordinates.csv,latent_space,latent,GSM1687002_CL2000101917AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687002,golub-00236: CL2000101917AA,GPL98,Blood,normal,normal,NA,NA,NA,blood,-14.883683,2.1995745,18.019802,-2.872839,-31.020237,13.500397,10.920019,0.1104992,-2.6443088,-3.9702482
latent_sample_coordinates.csv,latent_space,latent,GSM1687072_SR2000042217AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687072,golub-00236: SR2000042217AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,-0.29067898,11.954515,-18.445538,6.4263916,14.936914,1.9087312,-5.452632,-14.991741,-17.751568,16.341635
latent_sample_coordinates.csv,latent_space,latent,GSM1687073_SR2000042220AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687073,golub-00236: SR2000042220AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,3.1173813,2.7016912,-2.3471148,-13.325901,0.21986055,-6.5803194,-17.059406,0.23572929,9.457308,-7.742155
latent_sample_coordinates.csv,latent_space,latent,GSM1687074_SR2000042221AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687074,golub-00236: SR2000042221AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,2.9052122,3.2489922,-1.530157,-13.4922085,-8.373776,-0.877327,-10.575743,6.834132,11.20436,-3.8999882
latent_sample_coordinates.csv,latent_space,latent,GSM1687075_SR2000042222AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687075,golub-00236: SR2000042222AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,2.1378875,9.779552,-6.2770967,-12.135715,-8.362351,1.0040292,-12.832294,2.379791,10.805075,-8.879253
latent_sample_coordinates.csv,latent_space,latent,GSM1687076_SR2000042223AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687076,golub-00236: SR2000042223AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,3.8825011,2.216708,-4.856865,-16.914427,-13.2323,-4.639136,-9.147716,6.0590906,6.2331553,-4.1179523
latent_sample_coordinates.csv,latent_space,latent,GSM1687077_SR2000042224AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687077,golub-00236: SR2000042224AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,1.3569801,10.876771,-26.163845,-12.373859,-3.1425943,-0.48487592,-17.360697,-9.562129,-3.0577838,-6.6763196
latent_sample_coordinates.csv,latent_space,latent,GSM1687078_SR2000042225AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1687078,golub-00236: SR2000042225AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,8.682604,4.7607927,1.8113084,-4.472671,-15.00598,-10.118174,-8.096576,1.5248091,-0.20211995,-5.3658614
